control_panel,pdf_page,pdf_area,trunk_name,trunk_type,child_device,source_note
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.8,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.9,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.10,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.11,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.12,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.13,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.14,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.15,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.16,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.17,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.18,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.19,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.20,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.21,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.22,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.23,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.24,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.25,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.26,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.27,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.28,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.29,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.30,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.31,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.32,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.33,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.34,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.35,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.36,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.37,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.38,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.39,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.40,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.43,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.44,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.45,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
